Entry	Reviewed	Entry Name	Gene Names	EC number	Gene Ontology (GO)	Organism (ID)
Q88PH1	unreviewed	Q88PH1_PSEPK	dppD PP_0879	7.4.2.9	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptide transport [GO:0015833]	160488
Q88PH8	reviewed	RF3_PSEPK	prfC PP_0872		cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; translation release factor activity, codon specific [GO:0016149]; regulation of translational termination [GO:0006449]	160488
Q88PI2	unreviewed	Q88PI2_PSEPK	yehX PP_0868	7.6.2.9	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; amino acid transport [GO:0006865]; glycine betaine transport [GO:0031460]	160488
Q88PI6	unreviewed	Q88PI6_PSEPK	speC PP_0864	4.1.1.17	ornithine decarboxylase activity [GO:0004586]; polyamine biosynthetic process [GO:0006596]	160488
Q88PI8	reviewed	Y862_PSEPK	PP_0862	1.14.11.-	2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]	160488
Q88PI9	unreviewed	Q88PI9_PSEPK	PP_0861		cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]; signaling receptor activity [GO:0038023]	160488
Q88PJ3	reviewed	DER_PSEPK	der engA PP_0857		GTP binding [GO:0005525]; ribosome biogenesis [GO:0042254]	160488
Q88PJ4	unreviewed	Q88PJ4_PSEPK	bamB PP_0856		cell outer membrane [GO:0009279]; Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; protein insertion into membrane [GO:0051205]	160488
Q88PJ6	reviewed	SYH_PSEPK	hisS PP_0854	6.1.1.21	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; histidine-tRNA ligase activity [GO:0004821]; histidyl-tRNA aminoacylation [GO:0006427]	160488
Q88PK3	unreviewed	Q88PK3_PSEPK	fdx PP_0847		cytosol [GO:0005829]; 2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; P450-containing electron transport chain [GO:0140647]	160488
Q88PK4	reviewed	HSCA_PSEPK	hscA PP_0846		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]; iron-sulfur cluster assembly [GO:0016226]	160488
Q88PK5	reviewed	HSCB_PSEPK	hscB PP_0845		ATPase activator activity [GO:0001671]; protein-folding chaperone binding [GO:0051087]; [2Fe-2S] cluster assembly [GO:0044571]; protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]	160488
Q88PK7	unreviewed	Q88PK7_PSEPK	iscU PP_0843		iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]; iron-sulfur cluster assembly [GO:0016226]	160488
Q88PL0	unreviewed	Q88PL0_PSEPK	cysE PP_0840	2.3.1.30	cytoplasm [GO:0005737]; serine O-acetyltransferase activity [GO:0009001]; cysteine biosynthetic process from serine [GO:0006535]	160488
Q88PL2	unreviewed	Q88PL2_PSEPK	suhB PP_0838	3.1.3.25	inositol monophosphate 1-phosphatase activity [GO:0008934]; inositol monophosphate 3-phosphatase activity [GO:0052832]; inositol monophosphate 4-phosphatase activity [GO:0052833]; metal ion binding [GO:0046872]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; transcription antitermination [GO:0031564]	160488
Q88PL4	unreviewed	Q88PL4_PSEPK	secF PP_0836		plasma membrane [GO:0005886]; protein-transporting ATPase activity [GO:0015450]; intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	160488
Q88PL5	unreviewed	Q88PL5_PSEPK	secD PP_0835		plasma membrane [GO:0005886]; protein-transporting ATPase activity [GO:0015450]; intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	160488
Q88PL8	reviewed	QUEA_PSEPK	queA PP_0832	2.4.99.17	cytoplasm [GO:0005737]; S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity [GO:0051075]; queuosine biosynthetic process [GO:0008616]; tRNA modification [GO:0006400]	160488
Q88PN7	unreviewed	Q88PN7_PSEPK	cyoA PP_0812		plasma membrane [GO:0005886]; respirasome [GO:0070469]; copper ion binding [GO:0005507]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; ATP synthesis coupled electron transport [GO:0042773]	160488
Q88PP4	unreviewed	Q88PP4_PSEPK	PP_0804		membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]; proteolysis [GO:0006508]	160488
Q88PP5	unreviewed	Q88PP5_PSEPK	PP_0803		plasma membrane [GO:0005886]; protein transport [GO:0015031]	160488
Q88PQ3	unreviewed	Q88PQ3_PSEPK	fruA PP_0795	2.7.1.202	plasma membrane [GO:0005886]; carbohydrate:proton symporter activity [GO:0005351]; protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity [GO:0022877]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	160488
Q88PQ4	unreviewed	Q88PQ4_PSEPK	fruK PP_0794		1-phosphofructokinase activity [GO:0008662]; ATP binding [GO:0005524]	160488
Q88PQ5	unreviewed	Q88PQ5_PSEPK	fruB PP_0793	2.7.3.9	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; phosphoenolpyruvate-protein phosphotransferase activity [GO:0008965]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	160488
Q88PQ9	unreviewed	Q88PQ9_PSEPK	ampD PP_0789	3.5.1.28	cytoplasm [GO:0005737]; N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; peptidoglycan catabolic process [GO:0009253]	160488
Q88PR1	unreviewed	Q88PR1_PSEPK	nadC PP_0787	2.4.2.19	cytoplasm [GO:0005737]; nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]; NAD biosynthetic process [GO:0009435]; quinolinate catabolic process [GO:0034213]	160488
Q88PR2	unreviewed	Q88PR2_PSEPK	trxB PP_0786	1.8.1.9	cytoplasm [GO:0005737]; thioredoxin-disulfide reductase (NADPH) activity [GO:0004791]; removal of superoxide radicals [GO:0019430]	160488
Q88PR3	unreviewed	Q88PR3_PSEPK	cysZ PP_0785		plasma membrane [GO:0005886]; sulfate transmembrane transporter activity [GO:0015116]; cysteine biosynthetic process [GO:0019344]; sulfate assimilation [GO:0000103]	160488
Q88PS2	unreviewed	Q88PS2_PSEPK	slyD PP_0776	5.2.1.8	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein refolding [GO:0042026]	160488
Q88PT7	reviewed	RSMC_PSEPK	rsmC PP_0761	2.1.1.172	cytoplasm [GO:0005737]; 16S rRNA (guanine(1207)-N(2))-methyltransferase activity [GO:0052914]; nucleic acid binding [GO:0003676]	160488
Q88PT9	unreviewed	Q88PT9_PSEPK	PP_0759		metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]	160488
Q88PU0	unreviewed	Q88PU0_PSEPK	PP_0758	3.4.-.-	lyase activity [GO:0016829]; peptidase activity [GO:0008233]; single-stranded DNA binding [GO:0003697]; protein-DNA covalent cross-linking repair [GO:0106300]; proteolysis [GO:0006508]	160488
Q88PU7	reviewed	MQO1_PSEPK	mqo1 mqo-1 PP_0751	1.1.5.4	malate dehydrogenase (menaquinone) activity [GO:0052589]; malate dehydrogenase (quinone) activity [GO:0008924]; tricarboxylic acid cycle [GO:0006099]	160488
Q88PV9	unreviewed	Q88PV9_PSEPK	phr PP_0739	4.1.99.3	deoxyribodipyrimidine photo-lyase activity [GO:0003904]; organic cyclic compound binding [GO:0097159]; nucleobase-containing compound metabolic process [GO:0006139]; response to stress [GO:0006950]	160488
Q88PW2	reviewed	MURI_PSEPK	murI PP_0736	5.1.1.3	glutamate racemase activity [GO:0008881]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	160488
Q88PW4	unreviewed	Q88PW4_PSEPK	prmC PP_0734	2.1.1.297	nucleic acid binding [GO:0003676]; protein-(glutamine-N5) methyltransferase activity [GO:0102559]; protein-glutamine N-methyltransferase activity [GO:0036009]; methylation [GO:0032259]	160488
Q88PW5	reviewed	RF1_PSEPK	prfA PP_0733		cytoplasm [GO:0005737]; translation release factor activity, codon specific [GO:0016149]	160488
Q88PX4	reviewed	LOLB_PSEPK	lolB PP_0724		cell outer membrane [GO:0009279]; lipoprotein localization to outer membrane [GO:0044874]; protein transport [GO:0015031]	160488
Q88PX7	reviewed	RL25_PSEPK	rplY ctc PP_0721		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; 5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88PX8	reviewed	PTH_PSEPK	pth PP_0720	3.1.1.29	cytoplasm [GO:0005737]; aminoacyl-tRNA hydrolase activity [GO:0004045]; translation [GO:0006412]	160488
Q88PX9	unreviewed	Q88PX9_PSEPK	ychF PP_0719		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; ribosomal large subunit binding [GO:0043023]	160488
Q88PY6	unreviewed	Q88PY6_PSEPK	ppkB PP_0712	2.7.4.-	polyphosphate kinase activity [GO:0008976]; phosphorus metabolic process [GO:0006793]	160488
Q88PZ2	unreviewed	Q88PZ2_PSEPK	ada PP_0706	2.1.1.63	DNA-binding transcription factor activity [GO:0003700]; methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; DNA repair [GO:0006281]; methylation [GO:0032259]	160488
Q88PZ3	unreviewed	Q88PZ3_PSEPK	PP_0705	3.2.2.21	protein-DNA complex [GO:0032993]; alkylated DNA binding [GO:0032131]; DNA-3-methyladenine glycosylase activity [GO:0008725]; DNA-7-methylguanine glycosylase activity [GO:0043916]; base-excision repair, AP site formation [GO:0006285]; DNA alkylation repair [GO:0006307]	160488
Q88Q01	unreviewed	Q88Q01_PSEPK	rimI PP_0697	2.3.1.266	cytoplasm [GO:0005737]; peptide-alanine-alpha-N-acetyltransferase activity [GO:0008999]	160488
Q88Q09	reviewed	RL27_PSEPK	rpmA PP_0689		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88Q10	reviewed	RL21_PSEPK	rplU PP_0688		cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88Q14	unreviewed	Q88Q14_PSEPK	fklB-I PP_0684	5.2.1.8	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]	160488
Q88Q18	unreviewed	Q88Q18_PSEPK	PP_0680	3.4.21.53	ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	160488
Q88Q23	unreviewed	Q88Q23_PSEPK	gdhA PP_0675		glutamate dehydrogenase (NADP+) activity [GO:0004354]; nucleotide binding [GO:0000166]; amino acid metabolic process [GO:0006520]	160488
Q88Q34	unreviewed	Q88Q34_PSEPK	PP_0664	1.1.1.3	homoserine dehydrogenase activity [GO:0004412]; threonine biosynthetic process [GO:0009088]	160488
Q88Q39	unreviewed	Q88Q39_PSEPK	metB PP_0659		cytoplasm [GO:0005737]; carbon-sulfur lyase activity [GO:0016846]; pyridoxal phosphate binding [GO:0030170]; transsulfuration [GO:0019346]	160488
Q88Q44	reviewed	MDH_PSEPK	mdh PP_0654	1.1.1.37	L-lactate dehydrogenase activity [GO:0004459]; L-malate dehydrogenase activity [GO:0030060]; lactate metabolic process [GO:0006089]; pyruvate metabolic process [GO:0006090]; tricarboxylic acid cycle [GO:0006099]	160488
Q88Q62	unreviewed	Q88Q62_PSEPK	pilA PP_0634		membrane [GO:0016020]; pilus [GO:0009289]; type II protein secretion system complex [GO:0015627]; cell adhesion [GO:0007155]; protein secretion by the type II secretion system [GO:0015628]	160488
Q88Q66	reviewed	YACG_PSEPK	yacG PP_0630		DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) inhibitor activity [GO:0008657]; zinc ion binding [GO:0008270]; regulation of DNA-templated transcription [GO:0006355]	160488
Q88Q72	unreviewed	Q88Q72_PSEPK	yfiH PP_0624		2'-deoxyadenosine deaminase activity [GO:0046936]; adenosine deaminase activity [GO:0004000]; copper ion binding [GO:0005507]; S-methyl-5-thioadenosine phosphorylase activity [GO:0017061]	160488
Q88Q73	unreviewed	Q88Q73_PSEPK	bamD PP_0622		cell outer membrane [GO:0009279]; Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; protein insertion into membrane [GO:0051205]	160488
Q88Q81	unreviewed	Q88Q81_PSEPK	PP_0614	3.5.1.6; 3.5.3.9	allantoate deiminase activity [GO:0047652]; beta-ureidopropionase activity [GO:0003837]; metal ion binding [GO:0046872]	160488
Q88Q90	unreviewed	Q88Q90_PSEPK	fkpB PP_0605	5.2.1.8	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]	160488
Q88Q94	unreviewed	Q88Q94_PSEPK	murJ PP_0601		plasma membrane [GO:0005886]; lipid-linked peptidoglycan transporter activity [GO:0015648]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	160488
Q88Q95	reviewed	RS20_PSEPK	rpsT PP_0600		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QA5	unreviewed	Q88QA5_PSEPK	ydgK PP_0589		plasma membrane [GO:0005886]; xenobiotic transmembrane transporter activity [GO:0042910]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	160488
Q88QA8	unreviewed	Q88QA8_PSEPK	cadA-II PP_0586	3.6.3.3	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled monoatomic cation transmembrane transporter activity [GO:0019829]; copper ion binding [GO:0005507]; P-type ion transporter activity [GO:0015662]; copper ion transport [GO:0006825]	160488
Q88QB0	unreviewed	Q88QB0_PSEPK	PP_0584		plasma membrane [GO:0005886]; transmembrane signaling receptor activity [GO:0004888]; chemotaxis [GO:0006935]; signal transduction [GO:0007165]	160488
Q88QB6	unreviewed	Q88QB6_PSEPK	cmoM PP_0578	2.1.1.-	tRNA (5-carboxymethoxyuridine(34)-5-O)-methyltransferase activity [GO:0097697]; methylation [GO:0032259]; tRNA modification [GO:0006400]	160488
Q88QC2	unreviewed	Q88QC2_PSEPK	pbpC PP_0572	2.4.99.28	carboxypeptidase activity [GO:0004180]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; response to antibiotic [GO:0046677]	160488
Q88QC4	unreviewed	Q88QC4_PSEPK	yfhM PP_0570		extracellular space [GO:0005615]; plasma membrane [GO:0005886]; endopeptidase inhibitor activity [GO:0004866]	160488
Q88QC7	reviewed	SPEA_PSEPK	speA PP_0567	4.1.1.19	arginine decarboxylase activity [GO:0008792]; metal ion binding [GO:0046872]; arginine catabolic process [GO:0006527]; spermidine biosynthetic process [GO:0008295]	160488
Q88QD5	unreviewed	Q88QD5_PSEPK	accB PP_0559		acetyl-CoA carboxylase complex [GO:0009317]; acetyl-CoA carboxylase activity [GO:0003989]; fatty acid biosynthetic process [GO:0006633]	160488
Q88QD6	unreviewed	Q88QD6_PSEPK	accC PP_0558	6.3.4.14	acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; biotin carboxylase activity [GO:0004075]; metal ion binding [GO:0046872]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	160488
Q88QE6	unreviewed	Q88QE6_PSEPK	ubiX PP_0548	2.5.1.129	flavin prenyltransferase activity [GO:0106141]; lyase activity [GO:0016829]	160488
Q88QG1	unreviewed	Q88QG1_PSEPK	pfeS-I PP_0533	2.7.13.3	membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]	160488
Q88QG5	reviewed	EX7S_PSEPK	xseB PP_0529	3.1.11.6	cytoplasm [GO:0005737]; exodeoxyribonuclease VII complex [GO:0009318]; exodeoxyribonuclease VII activity [GO:0008855]; DNA catabolic process [GO:0006308]	160488
Q88QG6	unreviewed	Q88QG6_PSEPK	ispA PP_0528		cytoplasm [GO:0005737]; dimethylallyltranstransferase activity [GO:0004161]; geranyltranstransferase activity [GO:0004337]; isoprenoid biosynthetic process [GO:0008299]	160488
Q88QH3	unreviewed	Q88QH3_PSEPK	pgpA PP_0520	3.1.3.27	plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; phosphatidylglycerophosphatase activity [GO:0008962]; phosphatidylglycerol biosynthetic process [GO:0006655]; phospholipid catabolic process [GO:0009395]	160488
Q88QH5	reviewed	NUSB_PSEPK	nusB PP_0518		RNA binding [GO:0003723]; DNA-templated transcription termination [GO:0006353]; transcription antitermination [GO:0031564]	160488
Q88QH8	unreviewed	Q88QH8_PSEPK	ribE PP_0515	2.5.1.9	riboflavin synthase activity [GO:0004746]; riboflavin biosynthetic process [GO:0009231]	160488
Q88QI0	reviewed	NRDR_PSEPK	nrdR PP_0513		ATP binding [GO:0005524]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]; negative regulation of DNA-templated transcription [GO:0045892]	160488
Q88QJ2	unreviewed	Q88QJ2_PSEPK	PP_0500	1.1.1.133	dTDP-4-dehydrorhamnose reductase activity [GO:0008831]; dTDP-rhamnose biosynthetic process [GO:0019305]; O antigen biosynthetic process [GO:0009243]	160488
Q88QJ6	unreviewed	Q88QJ6_PSEPK	ansA PP_0495	3.5.1.1	asparaginase activity [GO:0004067]; amino acid metabolic process [GO:0006520]	160488
Q88QJ7	unreviewed	Q88QJ7_PSEPK	selB PP_0494	3.6.5.-	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; RNA binding [GO:0003723]; translation elongation factor activity [GO:0003746]; selenocysteine incorporation [GO:0001514]	160488
Q88QK0	unreviewed	Q88QK0_PSEPK	fdoI PP_0491	1.2.1.2	formate dehydrogenase complex [GO:0009326]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; formate dehydrogenase (NAD+) activity [GO:0008863]; respiratory electron transport chain [GO:0022904]	160488
Q88QK1	unreviewed	Q88QK1_PSEPK	fdoH PP_0490		plasma membrane [GO:0005886]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; cellular respiration [GO:0045333]; formate oxidation [GO:0015944]	160488
Q88QK5	reviewed	SSB_PSEPK	ssb PP_0485		single-stranded DNA binding [GO:0003697]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	160488
Q88QK8	unreviewed	Q88QK8_PSEPK	bfr-I PP_0482	1.16.3.1	cytosol [GO:0005829]; ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]; heme binding [GO:0020037]; intracellular sequestering of iron ion [GO:0006880]; iron ion transport [GO:0006826]	160488
Q88QL0	reviewed	RL17_PSEPK	rplQ PP_0480		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QL2	reviewed	RS4_PSEPK	rpsD PP_0478		small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QL3	reviewed	RS13_PSEPK	rpsM PP_0476		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	160488
Q88QL5	unreviewed	Q88QL5_PSEPK	secY PP_0474		plasma membrane [GO:0005886]; intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	160488
Q88QL6	reviewed	RL15_PSEPK	rplO PP_0473		large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QL7	reviewed	RL30_PSEPK	rpmD PP_0472		large ribosomal subunit [GO:0015934]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QL8	reviewed	RS5_PSEPK	rpsE PP_0471		cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QL9	reviewed	RL18_PSEPK	rplR PP_0470		cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QM0	reviewed	RL6_PSEPK	rplF PP_0469		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QM1	reviewed	RS8_PSEPK	rpsH PP_0468		cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QM2	reviewed	RS14_PSEPK	rpsN PP_0467 PP0467		cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QM3	reviewed	RL5_PSEPK	rplE PP_0466		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	160488
Q88QM4	reviewed	RL24_PSEPK	rplX PP_0465		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QM5	reviewed	RL14_PSEPK	rplN PP_0464		large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QM6	reviewed	RS17_PSEPK	rpsQ PP_0463		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QM7	reviewed	RL29_PSEPK	rpmC PP_0462		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QM8	reviewed	RL16_PSEPK	rplP PP_0461		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	160488
Q88QM9	reviewed	RS3_PSEPK	rpsC PP_0460		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QN0	reviewed	RL22_PSEPK	rplV PP_0459		large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QN1	reviewed	RS19_PSEPK	rpsS PP_0458		cytosolic small ribosomal subunit [GO:0022627]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	160488
Q88QN2	reviewed	RL2_PSEPK	rplB PP_0457		large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]; translation [GO:0006412]	160488
Q88QN3	reviewed	RL23_PSEPK	rplW PP_0456		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QN4	reviewed	RL4_PSEPK	rplD PP_0455		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QN5	reviewed	RL3_PSEPK	rplC PP_0454		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QN6	reviewed	RS10_PSEPK	rpsJ PP_0453		small ribosomal subunit [GO:0015935]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	160488
Q88QN8	reviewed	EFG1_PSEPK	fusA fusA-1 PP_0451		cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; translation elongation factor activity [GO:0003746]	160488
Q88QN9	reviewed	RS7_PSEPK	rpsG PP_0450		small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	160488
Q88QP0	reviewed	RS12_PSEPK	rpsL PP_0449		small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	160488
Q88QP2	reviewed	RPOB_PSEPK	rpoB PP_0447	2.7.7.6	DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; ribonucleoside binding [GO:0032549]; DNA-templated transcription [GO:0006351]	160488
Q88QP3	reviewed	RL10_PSEPK	rplJ PP_0445		large ribosomal subunit [GO:0015934]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QP4	reviewed	RL1_PSEPK	rplA PP_0444		large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; regulation of translation [GO:0006417]; translation [GO:0006412]	160488
Q88QP5	reviewed	RL11_PSEPK	rplK PP_0443		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	160488
Q88QP6	unreviewed	Q88QP6_PSEPK	nusG PP_0442		DNA-templated transcription termination [GO:0006353]; regulation of DNA-templated transcription elongation [GO:0032784]; transcription antitermination [GO:0031564]; transcription elongation-coupled chromatin remodeling [GO:0140673]	160488
Q88QP7	unreviewed	Q88QP7_PSEPK	secE PP_0441		plasma membrane [GO:0005886]; protein transmembrane transporter activity [GO:0008320]; intracellular protein transmembrane transport [GO:0065002]; protein secretion [GO:0009306]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	160488
Q88QQ5	reviewed	ERPA_PSEPK	erpA PP_0433		2 iron, 2 sulfur cluster binding [GO:0051537]; iron ion binding [GO:0005506]; iron-sulfur cluster assembly [GO:0016226]	160488
